cohortId,targetId,targetName,strataId,strataName,cohortType
102003082,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),308,without [Pioneer 2.0] Venous thromboembolic (pulmonary embolism and deep vein thrombosis) events S16,TwoS
103003082,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),308,without [Pioneer 2.0] Venous thromboembolic (pulmonary embolism and deep vein thrombosis) events S16,TwoS
104003082,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,308,without [Pioneer 2.0] Venous thromboembolic (pulmonary embolism and deep vein thrombosis) events S16,TwoS
105003082,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],308,without [Pioneer 2.0] Venous thromboembolic (pulmonary embolism and deep vein thrombosis) events S16,TwoS
106003082,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",308,without [Pioneer 2.0] Venous thromboembolic (pulmonary embolism and deep vein thrombosis) events S16,TwoS
101003092,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),309,without [Pioneer 2.0] Anxiety S17,TwoS
102003092,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),309,without [Pioneer 2.0] Anxiety S17,TwoS
103003092,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),309,without [Pioneer 2.0] Anxiety S17,TwoS
104003092,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,309,without [Pioneer 2.0] Anxiety S17,TwoS
105003092,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],309,without [Pioneer 2.0] Anxiety S17,TwoS
106003092,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",309,without [Pioneer 2.0] Anxiety S17,TwoS
101003102,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
102003102,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
103003102,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
104003102,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
105003102,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
106003102,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",310,without [Pioneer 2.0] Prevalent Asthma or Chronic obstructive pulmonary disease (COPD) S18,TwoS
101003112,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),311,without [Pioneer 2.0] Family History of PCa S22,TwoS
102003112,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),311,without [Pioneer 2.0] Family History of PCa S22,TwoS
103003112,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),311,without [Pioneer 2.0] Family History of PCa S22,TwoS
104003112,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,311,without [Pioneer 2.0] Family History of PCa S22,TwoS
105003112,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],311,without [Pioneer 2.0] Family History of PCa S22,TwoS
106003112,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",311,without [Pioneer 2.0] Family History of PCa S22,TwoS
101003122,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),312,without [Pioneer 2.0] Physical Therapy S23,TwoS
102003122,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),312,without [Pioneer 2.0] Physical Therapy S23,TwoS
103003122,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),312,without [Pioneer 2.0] Physical Therapy S23,TwoS
104003122,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,312,without [Pioneer 2.0] Physical Therapy S23,TwoS
105003122,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],312,without [Pioneer 2.0] Physical Therapy S23,TwoS
106003122,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",312,without [Pioneer 2.0] Physical Therapy S23,TwoS
101003132,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
102003132,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
103003132,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
104003132,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
105003132,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
106003132,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",313,without [PIONEER 2.0]Â Strata Cohort S24 Metastasis stage M1a,TwoS
101003142,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
102003142,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
103003142,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
104003142,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
105003142,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
106003142,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",314,without [PIONEER 2.0] Strata Cohort S25 Metastasis stage M1b,TwoS
101003152,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
102003152,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
103003152,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
104003152,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
105003152,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
106003152,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",315,without [PIONEER 2.0]Â Strata Cohort S26 Metastasis stage M1c,TwoS
101003162,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
102003162,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
103003162,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
104003162,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
105003162,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
106003162,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",316,without [PIONEER 2.0] Metastasis recurrent RT-FINAL,TwoS
101003172,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
102003172,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
103003172,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
104003172,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
105003172,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
106003172,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",317,without [PIONEER 2.0] Metastasis recurrent RP-FINAL,TwoS
101003182,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
102003182,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
103003182,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
104003182,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
105003182,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
106003182,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",318,without [PIONEER 2.0] MRI of prostate FINAL,TwoS
101003192,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),319,without [Pioneer 2.0] Bone scan S30,TwoS
102003192,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),319,without [Pioneer 2.0] Bone scan S30,TwoS
103003192,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),319,without [Pioneer 2.0] Bone scan S30,TwoS
104003192,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,319,without [Pioneer 2.0] Bone scan S30,TwoS
105003192,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],319,without [Pioneer 2.0] Bone scan S30,TwoS
106003192,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",319,without [Pioneer 2.0] Bone scan S30,TwoS
101003202,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),320,without [PIONEER 2.0] Abdominal CT scan,TwoS
102003202,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),320,without [PIONEER 2.0] Abdominal CT scan,TwoS
103003202,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),320,without [PIONEER 2.0] Abdominal CT scan,TwoS
104003202,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,320,without [PIONEER 2.0] Abdominal CT scan,TwoS
105003202,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],320,without [PIONEER 2.0] Abdominal CT scan,TwoS
106003202,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",320,without [PIONEER 2.0] Abdominal CT scan,TwoS
101003212,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
102003212,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
103003212,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
104003212,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
105003212,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
106003212,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",321,without [PIONEER 2.0] CT scan of whole body S32,TwoS
101003222,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
102003222,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
103003222,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
104003222,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
105003222,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
106003222,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",322,without [PIONEER 2.0] PET-CT imaging FINAL,TwoS
101003232,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),323,without [PIONEER S7] PSA>20,TwoS
102003232,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),323,without [PIONEER S7] PSA>20,TwoS
103003232,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),323,without [PIONEER S7] PSA>20,TwoS
104003232,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,323,without [PIONEER S7] PSA>20,TwoS
105003232,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],323,without [PIONEER S7] PSA>20,TwoS
106003232,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",323,without [PIONEER S7] PSA>20,TwoS
101003242,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),324,without [PIONEER S8] PSA<10,TwoS
102003242,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),324,without [PIONEER S8] PSA<10,TwoS
103003242,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),324,without [PIONEER S8] PSA<10,TwoS
104003242,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,324,without [PIONEER S8] PSA<10,TwoS
105003242,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],324,without [PIONEER S8] PSA<10,TwoS
106003242,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",324,without [PIONEER S8] PSA<10,TwoS
101003252,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),325,without [PIONEER S9] PSA 10-20,TwoS
102003252,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),325,without [PIONEER S9] PSA 10-20,TwoS
103003252,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),325,without [PIONEER S9] PSA 10-20,TwoS
104003252,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,325,without [PIONEER S9] PSA 10-20,TwoS
105003252,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],325,without [PIONEER S9] PSA 10-20,TwoS
106003252,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",325,without [PIONEER S9] PSA 10-20,TwoS
101003262,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
102003262,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
103003262,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
104003262,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
105003262,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
106003262,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",326,without [PIONEER V2.0] Earliest Gleason Grade 1,TwoS
101003272,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
102003272,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
103003272,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
104003272,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
105003272,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
106003272,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",327,without [PIONEER V2.0] Earliest Gleason Grade 2 - 3,TwoS
101003282,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
102003282,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous),328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
103003282,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC (update ADT),328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
104003282,104,[PIONEER 2.0] Target Cohort 2.0 diagnosed mHSPC (all) with any treatment,328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
105003282,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) [update ADT list cancer modifieres],328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
106003282,106,"[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated [update ADT, Cancer Modifiers]",328,without [PIONEER V2.0] Earliest Gleason Grade 4,TwoS
101003292,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC (update ADT),329,without [PIONEER V2.0] Earliest Gleason Grade 5,TwoS
